id_supplier,address,blacklisted,contact_person,date_added,email,industry,is_preferred_supplier,last_updated,name,phone_number,rating,reliability_score,status,tax_id,total_contract_value,under_review
84774.0,"446 Katrina Union North Adam, WI 04375",1.0,Ronnie Martin,2020-03-19,justinrodriguez@example.net,Construction,1,2022-07-24,Jones Group,870.951.8544x7965,A,72.0,Inactive,807571490,85633.69,1
,"28826 Cruz Pass East Joseph, NM 65999",0.0,,2021-12-25,theresa93@example.com,Construction,0,2021-09-03,,,C,52.0,Active,210681617,67203.54,1
62574.0,"49014 Walker Ports West Tanya, NY 23889",1.0,Lori Fisher,2024-01-17,ubond@example.net,Electrical,,2020-03-11,Rasmussen LLC,(595)510-9713x26388,C,52.0,Inactive,217779977,84840.43,
59376.0,"23993 Price Common Garciafort, TX 20153",1.0,Monica Robertson,2022-05-15,andreswhite@example.com,Construction,1,2025-01-28,Sanchez-Carter,(902)647-4217x27964,A,60.0,Pending,###invalid###,72633.98,1
90721.0,"38129 Duncan Burg Port Cody, VA 47809",0.0,Connie Miller,2023-07-24,johnsonscott@example.org,Consulting,1,2022-11-19,Schroeder Ltd,,A,92.0,Active,926345462,16645.65,0
27955.0,"895 Benjamin Glens Apt. 889 Rebeccamouth, AZ 51032",0.0,Thomas Ortega,2022-07-24,dbush@example.org,Electrical,,2024-01-03,"Black, Hansen and Thompson",+1-842-236-5660x2132,A,70.0,Pending,594094622,33136.79,1
63443.0,USNV Richard FPO AP 14432,,Randy Parker,2025-04-18,edward42@example.com,Electrical,1,2021-09-29,Clark Ltd,699.354.2938x480,C,70.0,Active,616938446,20743.29,1
32047.0,"7176 Armstrong Shore Apt. 017 Port Gabrielland, SD 52276",0.0,Bailey Lopez,2020-03-15,jeremiahclark@example.com,###invalid###,1,2025-02-10,Cunningham PLC,,A,93.0,Active,670646416,82238.47,0
80862.0,"56793 Christine Roads Suite 869 West Brenda, OR 52522",,Kerry Stevenson,2023-12-06,imeyer@example.net,Plumbing,0,2023-12-31,,(366)770-7486,B,,Pending,178113579,91819.59,0
90246.0,"498 Charlene Square Apt. 061 East Michaelville, OR 45892",1.0,Karla Smith,2024-05-17,mathisjacob@example.com,Electrical,0,2020-01-07,Morton Inc,001-435-924-0658,B,55.0,Inactive,920205689,65412.17,0
66713.0,"4378 Wood Rue Apt. 233 Barbarafort, MA 22711",1.0,Jesus Thomas,2024-01-27,aaronmays@example.com,Electrical,1,,Russell-Chung,001-694-800-0578,A,92.0,Pending,,30798.61,0
25906.0,"2884 Meghan Rest Kevinland, UT 65734",0.0,Virginia Morgan,2024-08-06,ugill@example.com,Consulting,1,2024-09-22,"Gardner, Mitchell and Conner",+1-252-427-3008,###invalid###,94.0,Inactive,###invalid###,64849.11,1
75064.0,"19758 Gina Forge New Susanmouth, HI 72173",0.0,Amber Brooks,2020-11-22,jclark@example.net,,,2023-06-14,Simmons-Martin,,A,88.0,Pending,751582320,17034.19,0
63243.0,"9633 Sparks Ridge Suite 748 Thompsonbury, NM 79307",0.0,Ryan Gill,2021-04-29,tranjulie@example.org,###invalid###,1,2021-02-24,Hansen and Sons,(573)859-6034x962,B,82.0,Inactive,736790953,76195.19,1
86984.0,"37597 Hernandez Rue Flemingbury, AR 21915",1.0,Kevin Phillips,2021-02-10,tblake@example.net,Consulting,1,,,8268878955,B,93.0,Active,642385888,98008.79,0
34460.0,,1.0,Jamie Simon,2023-07-19,manuelyoder@example.net,Plumbing,1,2024-12-12,Barnes LLC,987.658.4358x436,A,62.0,,633689175,26884.36,1
42180.0,"6015 Parker Mount Suite 778 Bauerberg, SC 77206",1.0,Emily Gross,2024-04-05,rebekahmorrison@example.org,Construction,0,2020-04-08,"Carter, Perez and Shepherd",646.737.1765x743,C,99.0,Active,361394406,27039.15,1
###invalid###,"718 Gina Station Apt. 691 Duranville, WA 90450",0.0,Christopher Ferguson,2022-02-18,kerryknox@example.com,Plumbing,0,2023-09-23,Kim Group,+1-522-939-7220,C,81.0,Inactive,36832609,76537.16,0
23842.0,"PSC 9878, Box 1830 APO AP 24658",0.0,Natalie Hampton,2022-07-07,deckerelijah@example.org,Construction,0,2020-05-31,Alvarado-Perez,995.265.3175,C,82.0,Inactive,784470125,90590.46,1
41181.0,"6624 Katherine Light Port Steven, AS 92538",1.0,Daniel Leblanc,2025-03-24,watsoncheryl@example.com,Electrical,0,2021-06-05,Humphrey Inc,(216)600-3902,A,63.0,Inactive,884157428,13306.88,1
5069.0,"217 Odonnell Street Port Loganstad, MT 28504",1.0,Pamela Clarke,2023-04-29,kevinjoyce@example.com,Consulting,1,2024-03-27,Vaughn-Doyle,496.242.9520x74242,A,78.0,Pending,920089627,36053.54,1
14198.0,"5447 Bass Well Suite 179 Port Stevenside, AZ 98129",1.0,Marcus Jones,2024-08-21,barrettnicholas@example.net,Electrical,0,2021-05-21,Robinson Inc,634.963.2406,B,73.0,Pending,153911764,95096.84,1
26941.0,"51772 Sutton Isle South Suzanne, RI 32666",0.0,Robert Reed,2022-05-26,ramirezshawn@example.org,Consulting,1,2020-05-23,James-Moore,+1-406-643-3081x313,###invalid###,81.0,Pending,762818711,26679.41,1
47826.0,"5302 Anthony Fort Apt. 578 North Brian, CA 52989",1.0,Tracy Nichols,2023-07-31,erin92@example.org,Consulting,0,2021-12-14,"Owen, Fernandez and Gonzalez",364.318.7896,C,62.0,Inactive,583859280,57794.52,1
16987.0,"8772 Williams Ferry Apt. 345 South Wesley, MS 04350",0.0,Laura Dunn,2021-03-06,zarcher@example.net,Construction,1,2024-06-18,,(990)716-7302x53017,C,63.0,Inactive,514063286,,1
66007.0,Unit 0801 Box 0890 DPO AP 36700,1.0,Joyce Kelley,2021-05-01,shelby99@example.com,,0,2024-08-05,###invalid###,(459)583-6112x7683,C,89.0,Active,886898352,14441.77,0
33592.0,"7345 Donald Summit Apt. 092 Jamesburgh, IL 76962",1.0,Donna Powell,2021-04-02,nathanhudson@example.com,Plumbing,1,2025-04-06,,001-209-310-2710x31439,C,83.0,Active,945459472,77058.91,0
43135.0,"4808 Meyer Cliffs Lake Megan, FM 60462",1.0,Tammy Pineda,2020-02-25,catherine98@example.org,Consulting,0,2020-02-09,Hernandez and Sons,001-453-616-6099,A,80.0,Inactive,202204210,95702.9,1
98576.0,,1.0,Nancy Green,2024-01-12,joshua09@example.com,Electrical,1,2020-10-10,Hughes Inc,001-599-504-2105x511,A,83.0,Inactive,755501891,64557.16,1
82482.0,"013 Riley Forge Apt. 914 New Matthew, AZ 87022",1.0,Jennifer Hernandez,2022-10-24,harrismorgan@example.net,Construction,1,2022-12-26,Ramos and Sons,(440)593-3851x4397,B,90.0,Active,119155052,14069.59,0
51467.0,"22272 Padilla Alley Amandamouth, NH 74067",0.0,Denise Parks,2021-10-09,alyssa63@example.net,Consulting,1,2021-10-27,"Mclaughlin, Murphy and Washington",001-237-848-1487x3070,B,83.0,Active,###invalid###,28639.35,1
10289.0,"31340 Campbell Path Apt. 567 West Davidport, TX 73381",1.0,Kevin Stokes,2024-09-29,bryanstewart@example.net,Electrical,0,2020-10-24,Garrison Group,8225736764,B,83.0,Inactive,818255946,,
,"7966 Michele Mall Suite 255 Mistyburgh, PA 14582",0.0,Ashley Harris,2024-03-15,kelseybowers@example.org,Consulting,1,2025-01-01,"Steele, Barton and Roach",001-461-208-4902,C,91.0,Pending,257363437,95877.61,0
52739.0,,0.0,Scott Tran,,dalvarez@example.net,Plumbing,1,2020-08-19,Ramirez-Peters,,C,97.0,Inactive,420524937,30896.25,0
17433.0,"34735 William Inlet North Andresside, GU 46935",1.0,Anthony Berg,2020-03-18,gloriakeller@example.com,Consulting,0,2020-07-22,Vaughn-Smith,+1-568-954-4980,B,,Active,794767811,92717.53,1
62206.0,USCGC Ryan FPO AP 14639,0.0,Jeremy Wolf,,xdalton@example.net,Consulting,1,2021-08-09,Austin Group,(828)917-5768,C,91.0,Inactive,,28385.83,1
47878.0,"2481 Carlson Parkways Suite 796 Campbellshire, RI 45989",1.0,Joseph Roth,2021-07-08,erin01@example.net,Plumbing,0,2023-11-19,"Mcmahon, Stephens and Phillips",(904)403-7487,B,81.0,Pending,263616144,18923.01,1
82090.0,"2157 Courtney Court South Sharon, IL 31051",0.0,Zachary Hodge,2021-10-15,turnergregory@example.net,Consulting,0,2024-09-24,Ruiz-Hill,(754)714-9450,C,79.0,Inactive,339199596,35812.78,0
28697.0,"140 Abigail Points Lake Barbara, AR 51628",1.0,James Smith,2023-11-16,msanchez@example.net,Consulting,0,2020-12-28,Sutton PLC,495-685-5800,A,69.0,Inactive,970449333,44869.67,0
85497.0,"1402 Elizabeth Estate Suite 322 Flemingport, IN 57466",0.0,Juan Rodriguez,2025-03-17,msanchez@example.org,Construction,1,2025-04-07,Ross and Sons,672.307.3721,C,79.0,Active,393102221,99626.99,1
30057.0,"223 Jackson Club Amandaview, PA 56992",1.0,Rebecca Li,2020-01-17,patricia34@example.net,Construction,0,2020-11-03,Foster-Myers,(671)793-4608x5588,B,90.0,Pending,504735501,42365.91,1
52176.0,"85874 Brennan View Suite 590 South Codyfort, WA 80647",0.0,Susan Sanchez,2022-03-08,sarah56@example.com,Consulting,0,2023-03-20,,+1-487-257-9802x901,B,82.0,Pending,844156606,,0
49293.0,"8914 Black Square Alanbury, ME 13777",1.0,Michele Mckenzie,2020-07-15,mariajames@example.org,Consulting,1,2020-09-29,"Charles, Gallagher and Perez",686.487.3567x416,A,79.0,Pending,893116512,60194.27,0
558.0,,1.0,Allison Reilly,2023-03-28,edward17@example.com,Plumbing,1,2023-01-18,Mccormick-Wheeler,390-648-7095,B,89.0,Active,441410480,,0
56044.0,"02072 Webb Street Apt. 985 Schmidtchester, NM 69211",0.0,Veronica Luna,2023-12-08,robertkeller@example.net,,0,2021-05-02,Thomas-Brown,001-808-499-0620,B,81.0,Inactive,566728457,36488.68,
4668.0,"27242 Jones Mission Suite 656 North Richard, OH 96986",0.0,Tara Brown,2023-09-09,hughesapril@example.net,Plumbing,0,2022-09-11,Rodriguez LLC,978-966-0879,A,98.0,Pending,625995544,60260.59,0
44476.0,"6712 Thomas Locks Christopherstad, VA 71258",1.0,Kendra Stanley,,johnsonellen@example.org,Electrical,,2021-12-26,Clark PLC,303.698.8719,B,59.0,Active,685999176,85359.4,0
37698.0,"0964 Hernandez Circle Ronaldview, MT 27163",1.0,Jeffrey Jones,2020-07-10,dwells@example.com,Electrical,1,2021-01-22,Rogers-Sims,001-746-425-3726x24485,C,63.0,Inactive,156040969,41770.07,0
88143.0,"063 Jamie Valleys Suite 687 Kelseymouth, HI 21846",0.0,James Hensley,2025-02-26,melissa74@example.com,Consulting,1,,Parker-Salazar,(417)502-9021x825,A,60.0,Pending,977228321,99697.58,0
68511.0,,1.0,Jaime Clark,2023-08-05,###invalid###,Construction,1,2020-04-10,Carter-Foster,764.609.7866x066,B,82.0,Pending,871694715,98265.82,1
82961.0,"286 Gomez Groves Apt. 938 Peterbury, SC 04858",0.0,Joel Garza,2024-03-12,prestonelizabeth@example.net,Plumbing,1,2022-03-18,###invalid###,343.784.6951x3183,B,70.0,Inactive,881255197,46348.81,1
41335.0,"5638 Stephanie Viaduct Lake Daniel, PR 65280",0.0,Lisa Parrish,2020-01-19,nicolesmith@example.net,Construction,1,2024-03-27,Davis LLC,###invalid###,A,55.0,,,28363.77,
86541.0,"54090 Brian Passage Apt. 305 Davidmouth, NM 70666",0.0,Katelyn Grant,2024-08-28,luis05@example.org,Plumbing,1,2024-02-02,Riley-Murray,(739)343-6342x74400,B,60.0,Pending,906071297,80921.22,1
58940.0,"PSC 4018, Box 0451 APO AE 17277",0.0,,2022-11-19,sclarke@example.com,,0,2024-12-24,"Stewart, Kim and Robinson",781.206.9514x916,A,68.0,Active,170247248,14600.79,0
###invalid###,"4658 Crosby Village South Misty, VT 10662",1.0,James Miranda,2021-02-02,ndunn@example.com,Electrical,0,2022-11-08,King-Reed,+1-841-377-2439x162,A,63.0,Inactive,841734053,34307.0,0
17751.0,"4158 Jason Gateway Suite 499 Brownmouth, VT 90569",1.0,Mary Simpson,2020-12-05,pittszachary@example.net,Construction,1,,Salinas Ltd,+1-337-379-0472,B,59.0,Active,922928265,10398.56,0
96678.0,,1.0,James Mendoza DVM,2022-06-06,jilliancasey@example.org,Construction,0,2023-09-17,"Jimenez, Best and Martinez",315.810.0693x39088,C,67.0,Active,568517682,87415.75,0
33580.0,"761 Miles Cliffs Suite 609 South Phillipfurt, ID 13985",1.0,,2023-12-25,jeffreylozano@example.com,Plumbing,0,2022-03-18,Rodriguez-Woods,551-895-3414,B,87.0,Inactive,492978308,50262.09,0
31061.0,"0092 Andrea Field West John, HI 24542",0.0,Sarah Smith,2023-11-21,bethanyortega@example.com,Consulting,1,2021-08-13,Freeman-Ward,737.553.8592,C,90.0,Inactive,804196007,14090.81,1
,"173 Wanda Mill Apt. 959 Richardfort, ID 33763",0.0,Jennifer Oneill,2020-01-30,williamsshannon@example.net,Plumbing,,2025-03-08,"Martin, Pierce and Newton",001-205-830-8497x723,,88.0,Inactive,,78820.45,0
35755.0,"37525 Gabriel Roads Lake Joshuamouth, RI 29768",1.0,Robert Turner,,###invalid###,Electrical,0,2022-11-11,,001-705-648-2703x46945,C,62.0,Active,864912299,88300.56,0
97413.0,###invalid###,0.0,Robert Hull,###invalid###,nharrison@example.com,Construction,###invalid###,2023-08-22,Rojas Ltd,868-725-4244x74254,B,91.0,Inactive,947906165,58232.43,0
2750.0,"0258 Conrad Prairie North Jessica, LA 60712",0.0,Teresa Franklin,2022-10-02,lauren04@example.net,Consulting,0,2021-12-31,"Martinez, Brown and Gonzalez",812-830-1192,A,85.0,Pending,987080345,16707.41,1
71352.0,"08058 Townsend Wall Suite 221 East Carrieview, VI 45847",0.0,Samantha Kent,2024-11-15,jeffreyjohnson@example.org,Plumbing,0,,"Schneider, Young and Parker",001-239-497-7267x0143,C,88.0,Pending,674965630,74269.53,0
75734.0,"4902 Graham Coves East Larry, NM 43648",0.0,,2021-11-17,hannah15@example.com,Construction,0,2022-01-24,,684-563-5554,B,75.0,Inactive,540483148,27285.01,0
33629.0,"27205 Miller Plains Apt. 100 Lake Sergio, LA 09981",0.0,Elizabeth Shaffer,2020-09-12,smithbrandon@example.org,Electrical,1,2020-03-07,Perkins-Stevens,001-573-504-9952x0048,A,81.0,Inactive,176813033,65866.71,
###invalid###,"390 Golden Wells Apt. 131 Burkechester, CO 62079",0.0,Adrienne Kramer,2021-03-03,zachary08@example.com,Consulting,0,2022-03-13,Franklin LLC,785-456-6792x0794,A,79.0,Inactive,831136666,22307.62,1
40674.0,"824 James Drives Littleview, MA 07544",1.0,Ashley Stephens,2022-11-04,marcusdelgado@example.com,Plumbing,1,2021-11-21,"Stanley, Garcia and Cooper",615-836-5432,A,59.0,Active,431622100,60316.51,1
36891.0,"PSC 3512, Box 3100 APO AE 83178",1.0,Catherine Rose,2023-01-13,davidmiller@example.org,Construction,0,2024-10-03,"Smith, Copeland and Landry",001-812-246-5423,C,98.0,Active,982249442,98609.5,1
77679.0,"14510 Bishop Pine East Jonathan, NE 21114",1.0,Olivia Shea,2023-08-31,hrichardson@example.net,Plumbing,,2023-05-05,"Munoz, Palmer and Moore",810.582.0994x24161,A,75.0,Active,456581668,28215.25,1
86772.0,"71558 Lisa Fall Williamhaven, MA 96467",0.0,Edgar Simmons,2023-10-04,wwang@example.org,Plumbing,0,2022-05-20,Willis-Velazquez,+1-810-749-6333x22783,A,80.0,Active,599509280,58047.54,0
24722.0,"964 Oliver Drives Apt. 508 Laraton, IN 41540",0.0,Kelly Reyes,2021-05-31,newmanwendy@example.com,Electrical,1,2020-11-07,Cain Group,505.203.1780x3784,C,64.0,Inactive,940123927,67969.78,1
93949.0,"315 Drake Course Suite 621 Ginafurt, ID 10921",1.0,Michelle Marshall,,olewis@example.com,Consulting,,2023-11-14,Hunt-Harrison,001-753-801-0067,B,66.0,###invalid###,586787529,96553.94,1
32454.0,"56861 Steele Wells Apt. 606 Dawnport, PW 34496",0.0,Michael Zimmerman,2025-01-01,sararodriguez@example.org,Consulting,0,2023-06-22,Rodriguez Ltd,387-251-9607x7686,,68.0,Active,177113431,92541.39,0
49442.0,"26135 Duncan Highway North Darrellstad, FL 14104",1.0,Jessica Jones,###invalid###,coreyburke@example.org,###invalid###,1,2021-07-26,,(685)967-1748,B,80.0,Active,,43291.68,0
12476.0,"9961 Montes Wall Apt. 085 East Danielbury, NE 16436",0.0,###invalid###,2024-03-31,james92@example.org,Electrical,0,2021-09-07,"Banks, Knight and Harvey",306-694-1771,C,79.0,,817411535,58734.83,0
24637.0,"03911 Jane Summit Mariaside, LA 41307",###invalid###,Melissa Benson,2023-09-21,hwoods@example.com,Construction,1,2024-04-24,Benitez-Lee,+1-921-350-3791x194,B,54.0,Pending,131791975,29802.86,0
11327.0,"886 Doyle Gateway Danielmouth, GA 81839",1.0,Diana Taylor,2024-03-24,jonathangross@example.com,Consulting,1,,Montgomery-Ruiz,(824)208-1116,A,63.0,Inactive,920553418,74459.46,1
8642.0,Unit 1730 Box 4929 DPO AE 48967,1.0,,,sandra36@example.org,Consulting,0,2023-10-31,"Washington, Dyer and Walker",8838500577,C,81.0,Pending,935747479,,0
58337.0,"7857 Laura Shoals Suite 452 Perryberg, AS 59923",0.0,Michael Perez,2020-05-09,bradleytravis@example.org,Construction,1,2022-10-31,Jones-Zuniga,748.754.4613,B,61.0,Pending,630120073,92608.8,0
87906.0,"249 Wolfe Expressway Suite 817 East Williamchester, OH 62666",1.0,Andrew Walton,2022-04-21,###invalid###,Electrical,1,2020-01-19,"Smith, Reed and Johnson",+1-211-676-8629x0092,A,97.0,Pending,55480105,54513.74,1
69563.0,"57467 Smith Passage Apt. 035 North Wendyhaven, MP 60014",0.0,,2024-05-31,allensanders@example.org,Consulting,1,2023-08-27,Dunn Ltd,419.971.9384x175,,,Active,137869425,25212.38,0
99355.0,"0635 Crystal Dam New Ericabury, OK 11268",1.0,Jonathan Marquez,2020-06-09,danielle08@example.net,Electrical,0,2023-09-25,"Golden, Long and Grant",001-401-424-7344,B,85.0,,535455367,22572.25,0
52032.0,"531 Debra Mill Suite 755 South Nathanielmouth, MH 23395",0.0,Steven Brooks,2021-03-10,kimmckinney@example.org,Plumbing,1,2021-04-13,Boyd-Knight,(770)248-1954x4163,B,,,523093925,97260.26,###invalid###
,"59027 Martin Forest Port Danielle, NJ 95288",1.0,Anna Roy,2020-05-23,mmckay@example.com,Plumbing,0,2023-03-01,Clark Inc,2688019137,C,56.0,,300894992,59576.76,
88504.0,"29209 Denise Skyway Stevenview, CO 74761",1.0,Diana Blevins,2021-02-28,,Consulting,0,2020-04-23,"Johnson, Hunt and Rowe",+1-226-919-1066x831,C,71.0,Pending,975509247,15801.68,1
###invalid###,"2486 Vang Knoll Suite 193 Port Dustin, MH 56843",1.0,Kimberly Weber,,###invalid###,Electrical,0,2020-04-28,"Garcia, Patterson and Garcia",+1-955-742-8453,A,85.0,Active,399147610,45908.31,###invalid###
76528.0,"699 Brittany Junctions Suite 463 Thomasview, UT 96976",1.0,Christina Chavez,,solomontracey@example.com,Construction,0,2025-04-24,Khan-Kelley,+1-400-869-3048x925,C,52.0,Active,253025801,51103.57,1
17117.0,"0410 Kidd Estate Apt. 869 Micheletown, MA 45801",0.0,Miranda Alvarado,2024-08-15,mahoneytiffany@example.net,Plumbing,0,2024-01-09,White-Clark,244-860-1239,C,70.0,Pending,843654129,51222.18,1
38151.0,"632 Connor Junctions West Kendrashire, MD 09096",1.0,Christina Garner,2025-03-08,diazpeter@example.org,Consulting,,2021-06-04,Reed-King,601.973.1093,C,68.0,Pending,541572058,24101.73,1
93779.0,"984 Jon Cliffs Jasontown, OK 24478",1.0,Kimberly Allen,2020-05-06,alexisgilmore@example.net,Construction,1,2023-09-13,"Reeves, Ortiz and Martinez",848.786.3520x5201,B,83.0,Active,331667515,###invalid###,1
16419.0,"415 Reilly Streets Apt. 231 West Sandratown, OR 35972",0.0,Christopher Martin,2025-03-10,valeriesullivan@example.com,Electrical,1,2021-01-26,Brady-Moyer,(318)534-4923x62497,B,,Pending,683407419,54240.7,0
65572.0,"7675 Brittney Park Lake Jacobville, VI 79159",,Katherine Ramsey,2024-10-08,smitheric@example.org,Consulting,0,2024-10-09,Patton Inc,633-492-0005x9370,C,96.0,Inactive,73960510,###invalid###,0
###invalid###,###invalid###,0.0,Amy Harding,2020-02-17,dmoreno@example.com,Construction,1,2022-06-01,"Taylor, Matthews and Elliott",354-814-8882x826,A,54.0,Active,676313645,48409.99,0
68111.0,"231 Regina Crossing Apt. 341 North Bridget, DE 39107",1.0,Craig Thomas,2020-07-01,cathy81@example.com,Consulting,1,2020-07-14,Werner-Adams,(276)377-9349,A,,Pending,,24265.98,0
18902.0,"PSC 3980, Box 0907 APO AA 71918",1.0,James Brown,2024-02-29,kathylewis@example.com,Electrical,1,2021-11-06,"Chung, Lopez and Armstrong",(296)895-7328x50164,A,72.0,Active,753951892,81540.77,1
86216.0,"87905 Webb Rapid Apt. 578 East Douglasstad, NV 38603",,Patricia Lopez,2020-02-08,michelle91@example.com,Plumbing,0,2024-07-27,Nixon Ltd,250.315.4187x50404,C,50.0,Pending,37493192,54369.27,0
95912.0,"30128 Pamela Rest Apt. 480 Port Stephanieport, VI 32750",1.0,Erica Keith,2022-03-03,mooreleslie@example.com,Construction,###invalid###,2020-08-16,Brown PLC,(628)390-9842x6926,C,67.0,Active,955425526,60115.49,1
61262.0,"46305 Smith Via Apt. 351 Josephmouth, SD 36586",0.0,Tyler Shepherd,2024-08-27,sherrycrawford@example.com,Consulting,0,2021-10-03,"Arias, Johnson and Harris",(730)452-1144x899,C,68.0,Active,370182187,15195.94,0
76011.0,"9031 James Vista East Charles, MS 54848",1.0,Mark Scott,2024-03-28,andrew07@example.com,Construction,1,2023-02-16,"Reynolds, Scott and Sanders",001-490-240-1530x3360,C,59.0,Inactive,110518367,47996.89,0
42320.0,"1417 Lynch Highway Heberthaven, NC 10467",1.0,Patricia Collins,2025-03-15,fernandezjames@example.org,Consulting,0,2021-04-03,###invalid###,001-767-357-8840x4192,A,82.0,Pending,70357616,46644.12,0
73098.0,"913 Brett Path Apt. 232 Buckburgh, AK 33399",1.0,Deborah Jones,,fernandeztraci@example.org,Plumbing,1,2023-08-03,"Sullivan, Davidson and Ford",001-431-759-0917x0877,B,68.0,###invalid###,852394090,62134.3,1
65509.0,"60659 Chandler Throughway Apt. 712 Richardsonstad, CA 27524",###invalid###,Dr. Andre White,2025-04-24,cindy61@example.net,Construction,0,2021-11-06,Harris-Hunt,834-506-5538x24990,A,85.0,Inactive,760071859,19543.95,0
48530.0,,0.0,Tara Jones,2021-07-17,jamesdavis@example.net,Electrical,,2024-05-02,Gross Inc,+1-236-337-7655,A,87.0,Pending,166968758,36637.04,0
33902.0,"3193 Kelly Square East Jennifertown, MI 75518",1.0,Benjamin Drake,2021-04-11,nicole52@example.net,Electrical,0,2023-12-09,"Sawyer, Ramirez and Henson",(833)328-5899,C,,Pending,279252320,57760.32,0
71779.0,"4154 Myers Courts New Gloria, PA 99146",1.0,William Burnett,,adamssummer@example.net,Plumbing,1,2020-05-31,Tucker-Sanchez,(498)500-3238,C,82.0,Inactive,###invalid###,61415.46,0
61867.0,"3929 Bianca Ports Suite 638 West Diane, PR 16133",1.0,Kari Ortiz,2023-01-19,stewartbrandon@example.org,Electrical,0,2022-05-15,"Lang, Goodman and Oneal",277-255-2098,C,72.0,###invalid###,622872799,42007.99,0
80251.0,"656 Nicole Flats Apt. 788 Wheelerchester, MA 61981",0.0,Katie Carter,2025-03-08,mckinneyjoseph@example.net,Construction,0,2020-03-28,"Oneal, Moon and Oconnor",(557)204-6125,A,64.0,Inactive,238736911,50177.52,0
15669.0,"1407 William Trail Maryshire, OH 78363",0.0,,###invalid###,lisamatthews@example.com,Electrical,0,2021-05-17,Pierce LLC,+1-535-526-2573,C,60.0,,597031936,48948.03,0
89075.0,,1.0,Mr. Michael Gillespie,2024-05-31,elizabeth90@example.com,Plumbing,1,2025-04-03,Clark-Holmes,+1-813-991-8766x02618,C,84.0,,647648667,29186.88,0
42243.0,###invalid###,1.0,Matthew Wright,2021-08-14,jbrooks@example.org,Consulting,0,2024-09-09,Guzman Ltd,001-976-561-9962x227,C,60.0,Pending,,49064.95,1
91881.0,"1672 Bridges Trace Sandramouth, CO 89888",0.0,David Parker,2024-01-30,williamortiz@example.net,Construction,1,2023-05-05,Cohen-Allen,+1-476-729-5678x119,C,###invalid###,Active,693479175,71286.26,1
81522.0,"507 Ann Bypass Donaldtown, OR 42015",1.0,Matthew Wheeler,2021-04-20,tsuarez@example.net,Construction,1,2022-04-20,Cortez and Sons,+1-201-944-7911x6971,A,51.0,Pending,352198042,78961.16,0
34675.0,,0.0,,2020-11-25,tbrown@example.net,Construction,1,2024-11-29,,249-615-4164x3343,C,,Pending,808466315,84913.32,0
84885.0,USNV Powell FPO AA 64090,1.0,Jennifer Vasquez,2023-02-23,hawkinsryan@example.org,Consulting,,2020-11-24,Carter and Sons,500-585-5487,###invalid###,81.0,Active,799151385,27067.24,0
41273.0,"9570 Cynthia Islands Apt. 686 Katiebury, WV 08880",1.0,Ellen Ellison,2022-03-27,ngarcia@example.net,Consulting,1,###invalid###,"Garcia, Long and Gutierrez",+1-596-269-1857x7059,A,51.0,Active,609872806,80526.72,1
93470.0,"8463 Jenkins Lodge Suite 648 Lake Curtisville, CT 21587",0.0,Carlos Jones,2025-02-14,andrew12@example.net,,0,2021-01-17,,683.552.7873x56078,B,79.0,Pending,700397741,53843.22,1
15292.0,"81863 Carlson Trafficway Apt. 574 Port Jacobview, GU 20982",1.0,Kathryn Downs,2024-03-26,perryalexis@example.net,Consulting,0,2020-09-12,Robinson PLC,2906086118,A,77.0,Active,857938055,84127.21,0
invalid,"1761 Weaver Prairie Apt. 484 North Ian, RI 25015",1.0,Charles Jackson,2023-05-13,meadowskaren@example.org,Plumbing,,2020-04-03,Frey Inc,392-685-1340x712,B,56.0,,12387673,58418.32,1
30753.0,Unit 2109 Box 7991 DPO AA 89576,0.0,Christopher Rivera,2021-10-17,llutz@example.com,Consulting,0,2024-09-25,"Downs, Fleming and Romero",001-672-999-7819x81313,B,57.0,Inactive,798163343,76151.85,0
91929.0,,1.0,Holly Taylor,2021-03-09,,Construction,0,2023-04-08,Sellers Group,(687)212-8057,B,86.0,,269620895,16833.19,
18922.0,"2178 Spencer Ranch Port Nicole, MH 02576",1.0,###invalid###,2023-05-18,###invalid###,Plumbing,0,2021-07-19,"Leblanc, Williams and Chandler",535.242.8945,B,89.0,Inactive,219061259,50711.75,1
31386.0,"1218 Darrell Turnpike North Ashleymouth, ND 82035",0.0,Jennifer Salas,2021-10-31,ybell@example.org,Consulting,1,2021-04-01,"Webb, Berry and Rodriguez",968.762.3489x1373,A,94.0,Pending,524583190,80510.09,0
637.0,"871 Lisa Springs Suite 104 Barnesstad, FL 18700",0.0,Suzanne Robinson,2024-01-13,###invalid###,Construction,1,,Contreras LLC,(805)752-3625,C,92.0,Inactive,,51436.78,1
27845.0,"PSC 9978, Box 8773 APO AA 23943",0.0,Nicole Richard,2021-03-28,cooperkayla@example.net,Plumbing,1,###invalid###,Ellis-Marshall,(209)969-9154x996,B,57.0,Inactive,551339535,12021.68,0
30256.0,Unit 6410 Box 8115 DPO AA 21818,0.0,Kaitlyn Green,2022-02-14,irice@example.net,Electrical,1,2025-01-27,Dixon Ltd,977.272.2178,A,89.0,,475745749,26672.28,1
23870.0,"30198 Garner Parks Lake Pamelaborough, NY 04021",,Adam Lopez,2023-05-31,tanyamartinez@example.com,Electrical,0,2024-11-30,"Chung, Weber and Knapp",337.988.0346x957,A,79.0,,373242077,25958.38,0
